id,person,noc,game
85952,62188,29,33
61319,44401,41,4
140693,101399,41,43
73750,53383,117,0
155204,111820,3,1
161499,116320,79,31
149780,107916,18,12
48499,35170,94,32
98105,70842,79,13
18866,13823,74,25
120554,87011,3,11
77,49,7,0
150689,108600,37,1
23340,16994,3,17
89399,64589,56,11
163680,117833,24,1
35405,25798,102,14
812,607,70,37
38843,28268,40,12
167425,120485,70,37
155144,111774,73,20
63565,46045,3,21
26739,19490,101,19
27836,20304,65,20
116895,84413,185,36
871,653,87,27
129730,93598,27,42
25198,18350,14,28
38774,28221,20,21
68243,49422,87,34
136392,98320,13,21
31123,22721,6,26
120466,86957,79,7
41863,30412,8,34
168801,121450,72,6
81187,58814,18,1
50541,36609,78,16
15073,11056,8,28
174884,125876,136,28
178023,128144,70,18
186820,134440,50,27
179130,128932,207,42
56741,41070,130,16
62714,45420,44,20
54230,39218,50,37
169058,121633,13,38
162768,117185,87,46
182653,131488,24,14
74229,53713,94,28
43076,31293,73,20
142354,102599,10,12
102397,73946,14,25
15117,11091,8,16
156556,112836,73,20
18634,13656,29,16
5793,4314,3,2
86403,62506,29,21
29171,21299,220,1
67310,48759,172,11
90428,65317,3,49
98813,71353,87,45
95083,68724,40,50
68749,49792,44,20
109915,79351,40,37
63857,46263,120,18
6819,5059,14,0
18401,13489,106,20
22650,16492,43,1
171350,123281,178,28
70439,51009,94,0
127300,91878,10,28
157689,113662,74,26
57956,41953,31,36
170926,122965,74,39
44512,32355,143,12
88443,63917,94,49
91224,65899,8,28
148222,106806,3,2
5016,3742,1,21
5968,4442,72,2
51160,37047,3,34
176911,127339,130,38
83240,60271,70,10
179493,129199,3,19
135274,97526,117,28
187072,134605,151,12
166088,119544,0,11
130271,93975,3,1
83302,60317,2,21
144195,103912,70,1
115906,83713,29,20
107151,77357,42,27
33623,24531,3,47
168828,121470,1,16
63993,46362,11,1
99812,72080,72,42
71993,52126,14,8
81132,58779,41,28
119004,85913,79,4
178177,128257,41,20
136258,98224,161,37
23403,17040,43,35
25294,18414,8,35
94887,68577,8,21
76369,55283,79,2
33620,24528,14,0
35273,25705,41,7
83538,60485,40,37
104736,75603,3,28
36234,26393,8,29
97981,70755,151,21
29334,21418,94,0
64141,46467,130,28
142936,103002,87,16
78103,56608,13,12
182557,131421,18,17
1012,761,116,0
167305,120401,23,36
116273,83973,3,0
79567,57669,176,28
124498,89870,4,46
49610,35956,6,9
116096,83846,70,21
118905,85842,198,33
59152,42827,2,0
145627,104933,70,1
86347,62464,2,36
55815,40385,14,16
68785,49820,40,12
85651,61959,18,1
61368,44433,122,20
153463,110600,39,11
30695,22407,41,9
128405,92659,20,1
41689,30282,29,26
131889,95119,14,47
76154,55123,43,12
110364,79654,113,20
54421,39368,22,20
112876,81498,8,26
95208,68813,94,30
78062,56575,22,40
171494,123389,8,16
176305,126904,1,16
147985,106632,75,27
38401,27968,8,19
142569,102742,90,14
132320,95418,54,21
1615,1203,22,40
68887,49901,149,21
76118,55093,74,35
113148,81695,70,1
152167,109680,40,6
174550,125625,41,17
37957,27632,86,19
144996,104490,43,1
85593,61921,117,0
92111,66565,79,29
31650,23098,19,19
107874,77892,72,12
93187,67355,14,19
108919,78630,14,40
176637,127144,44,12
128944,93051,73,20
90001,65025,27,31
160287,115472,10,0
6747,5001,14,35
114015,82345,163,19
31720,23154,64,33
98736,71293,73,20
161242,116137,18,15
22233,16191,207,41
157866,113791,43,37
93376,67483,39,1
122077,88121,101,19
28669,20924,147,11
86209,62366,127,20
86028,62236,5,29
108389,78267,162,11
76547,55422,87,36
175325,126201,90,29
154868,111576,3,16
4162,3106,84,25
85679,61977,54,6
139792,100759,43,0
171072,123076,117,0
66617,48271,3,21
40293,29286,23,26
117255,84674,48,21
2757,2078,32,12
13667,10034,79,28
58253,42166,125,28
37386,27231,50,33
91890,66398,87,46
181837,130905,50,9
62630,45357,147,12
68958,49951,94,32
80830,58566,13,35
116055,83820,70,12
170989,123016,21,19
122311,88285,14,2
97493,70413,19,16
86341,62460,54,17
102694,74146,3,9
27361,19956,56,21
27026,19703,202,19
89215,64465,160,28
24558,17891,14,21
71072,51472,94,11
122815,88649,202,4
2492,1861,57,12
120708,87118,147,19
8710,6460,172,38
12206,8991,43,20
92392,66767,4,19
59729,43233,22,16
52325,37881,51,20
174065,125276,40,21
41802,30366,72,2
126995,91660,87,0
285,209,36,33
55053,39838,58,19
68475,49589,183,19
158193,114011,41,21
71520,51797,147,21
177512,127794,65,1
177,125,12,15
112270,81045,102,25
80853,58583,7,29
178163,128250,3,37
47199,34276,43,12
34250,24981,43,11
147167,106037,79,46
71742,51945,5,20
167633,120628,20,27
68946,49942,29,37
23996,17469,64,37
75752,54831,94,42
91734,66278,14,1
131663,94959,130,29
144911,104432,182,27
51891,37572,72,41
22353,16272,172,17
58018,41999,43,16
69073,50029,74,27
84591,61219,125,20
91279,65942,0,1
6428,4772,70,29
62617,45349,71,1
136537,98424,34,26
159204,114718,72,45
67707,49031,74,10
80726,58488,42,1
104186,75212,79,28
61387,44443,94,12
41632,30240,8,14
94027,67935,5,11
130797,94350,116,36
65309,47314,79,46
10360,7668,12,20
17083,12538,29,20
159621,114999,5,34
12613,9276,130,49
99291,71708,41,8
13862,10183,9,19
158992,114563,135,21
184321,132704,147,28
128530,92758,110,35
62567,45309,147,28
133145,95993,8,17
84171,60926,160,37
152764,110092,6,35
118438,85518,1,19
56361,40780,3,11
56782,41099,72,33
127591,92080,43,12
31308,22860,3,24
109651,79153,29,29
60714,43963,79,46
156666,112921,1,11
124497,89869,40,29
156740,112980,5,42
71541,51812,147,12
59670,43192,72,4
106655,77004,41,16
59867,43340,64,25
90021,65039,18,18
170701,122814,10,12
140186,101038,3,26
59494,43071,14,16
149998,108078,147,37
113004,81581,125,11
10623,7855,79,33
34462,25134,70,20
7868,5833,43,19
114518,82712,40,21
120769,87157,43,11
169135,121692,70,41
52512,38011,108,25
174508,125596,14,3
39102,28460,72,35
146098,105287,54,6
136186,98173,20,26
45330,32932,40,11
54207,39199,29,28
10397,7690,27,36
168404,121169,160,29
174376,125501,43,22
50945,36884,3,15
87201,63058,151,11
91139,65840,43,16
52243,37823,8,29
141672,102105,130,49
102672,74136,6,33
158346,114112,29,0
43746,31796,54,1
170647,122777,10,28
129009,93099,79,13
167045,120218,8,20
92576,66905,3,4
1764,1318,42,16
65061,47136,40,20
141034,101644,110,19
149949,108042,19,33
140397,101184,10,21
80857,58585,29,34
164994,118776,8,33
173590,124946,2,11
50419,36523,98,17
96890,69995,172,11
97578,70468,195,25
9176,6798,39,21
125758,90766,14,12
72850,52745,54,1
142577,102747,26,11
119390,86194,153,0
29175,21303,168,32
180117,129649,46,11
21572,15735,19,11
51808,37514,105,19
180849,130177,41,25
94929,68613,4,16
170633,122767,27,9
88375,63861,172,19
137087,98805,41,42
85681,61979,117,28
137443,99071,79,32
166585,119898,14,12
42109,30587,101,12
18534,13583,101,27
63940,46319,130,47
75838,54890,73,28
47439,34447,8,0
53321,38567,10,25
44776,32539,72,12
49244,35702,8,11
5029,3751,1,13
77168,55889,29,20
178503,128504,2,12
169087,121654,22,12
55024,39814,11,28
149742,107884,27,35
71257,51593,70,17
556,413,79,13
15872,11636,43,20
6300,4671,8,34
93294,67427,8,33
118211,85351,193,20
135371,97594,13,33
151071,108875,211,12
60170,43560,8,24
99615,71941,79,7
167218,120340,14,14
11975,8824,14,29
13331,9787,149,26
3767,2820,3,12
182805,131599,70,37
122002,88059,42,19
61207,44312,4,36
169467,121925,74,26
137128,98835,19,1
115427,83380,46,19
113060,81624,18,11
134020,96624,94,19
5129,3822,41,11
11591,8556,110,27
139231,100354,8,1
31133,22730,19,33
107975,77969,2,11
92500,66848,8,14
39299,28594,8,20
180799,130138,87,20
107656,77731,40,22
172702,124297,2,46
45741,33217,10,35
48250,34985,8,12
101916,73602,120,12
115469,83409,22,27
6959,5155,3,35
82797,59970,147,9
6336,4698,50,33
7873,5837,87,14
138919,100128,75,35
3342,2509,13,28
180146,129673,10,1
74584,53959,94,21
149923,108022,130,30
15361,11270,21,21
56425,40826,50,19
79227,57431,79,36
24223,17634,87,20
130081,93844,74,28
144301,103992,5,9
70075,50737,20,26
44462,32320,4,16
174984,125947,64,35
2366,1766,155,20
5700,4241,13,15
178729,128660,3,17
139294,100402,106,35
156970,113163,72,12
112996,81576,43,20
79944,57936,70,12
173357,124775,151,11
57042,41286,8,3
59859,43333,14,25
166864,120095,18,18
126892,91592,3,20
113806,82183,22,40
91157,65853,50,33
133802,96478,99,11
5023,3748,1,46
172289,123973,8,4
19394,14198,14,12
181846,130911,1,19
135002,97310,10,20
174575,125641,20,1
186009,133879,0,21
76211,55163,80,35
103306,74588,155,1
176659,127159,50,12
118730,85723,86,19
121970,88030,117,31
46828,34009,41,49
11442,8451,121,11
89271,64499,18,21
149289,107567,3,30
180700,130062,43,28
20843,15222,42,20
137509,99121,75,36
118745,85735,86,21
129071,93145,79,12
3905,2923,79,0
182877,131657,43,20
48489,35164,78,34
186517,134234,40,37
30914,22570,8,17
181704,130812,43,12
7375,5464,84,27
48535,35193,40,8
14940,10956,41,21
173501,124883,10,36
69893,50600,87,1
82516,59764,147,37
148032,106670,130,39
156707,112953,1,25
60676,43937,108,26
175993,126666,29,13
9307,6902,87,36
135977,98022,11,19
17190,12608,29,21
121705,87834,22,12
39951,29048,70,38
50340,36470,3,25
59537,43105,41,19
489,364,70,6
157344,113426,148,20
61976,44875,87,37
111292,80329,8,2
109587,79105,125,0
168633,121328,94,1
70108,50760,6,12
144021,103793,5,20
23512,17129,20,0
77152,55877,42,28
106276,76706,21,20
47733,34654,102,9
53686,38832,94,41
84860,61404,130,4
92215,66638,1,36
11228,8300,3,35
37101,27025,14,29
121354,87578,40,1
115004,83075,42,1
76336,55255,3,28
100233,72395,176,12
124245,89684,2,7
135083,97374,3,15
128506,92736,19,1
126469,91286,79,8
37885,27579,14,19
153192,110409,56,26
160737,115776,130,38
59751,43252,94,18
122434,88385,3,0
30460,22232,14,38
159645,115012,4,35
1345,1005,64,27
141444,101930,10,21
181290,130512,94,11
157355,113435,94,5
50244,36406,22,20
63026,45647,1,2
27182,19822,41,17
101423,73262,63,0
57896,41904,22,21
168595,121300,63,20
178637,128595,3,49
186629,134309,94,15
68232,49415,87,12
110920,80047,22,11
119091,85975,22,8
45251,32875,79,26
111793,80703,19,35
171133,123126,41,12
31654,23101,20,19
23203,16893,3,15
38384,27956,41,33
11370,8396,40,9
32619,23802,195,27
52016,37658,87,16
99652,71967,6,11
142827,102930,40,13
175820,126544,69,0
177837,128006,1,12
49226,35690,41,12
159076,114623,160,33
150067,108133,147,38
128407,92660,102,19
169122,121682,22,5
181803,130882,41,25
33803,24655,102,0
83287,60306,24,11
87388,63162,117,5
74564,53943,9,1
60846,44059,90,14
177187,127544,130,42
2044,1521,9,24
43713,31775,79,15
86965,62889,27,36
8823,6545,94,0
62881,45539,1,37
138730,100002,3,11
4379,3279,70,17
115241,83248,14,33
150381,108366,79,46
110277,79593,79,20
153364,110529,87,12
156567,112844,87,14
5651,4206,120,11
38872,28290,43,32
108643,78448,6,20
2536,1896,33,1
27873,20330,3,11
131637,94937,8,0
185336,133412,98,19
80780,58528,101,25
141605,102054,79,46
75524,54664,10,34
158850,114466,87,37
91290,65949,87,2
187229,134715,90,38
88259,63779,5,4
159442,114873,79,32
145519,104852,152,28
24311,17696,43,1
166385,119753,225,20
167691,120668,87,10
86677,62695,98,15
101329,73197,3,42
52104,37724,8,2
67678,49011,75,27
30449,22223,6,25
176301,126901,98,1
116661,84254,74,26
44729,32500,3,9
57955,41952,22,25
138765,100023,8,5
177374,127695,73,33
78496,56894,27,27
43769,31815,58,36
11712,8634,74,28
30688,22403,121,21
98587,71186,8,8
176444,127001,151,11
178976,128821,40,7
19654,14382,68,19
53811,38921,8,34
140165,101023,87,19
120087,86700,117,10
182127,131114,4,1
31919,23290,14,2
72262,52314,70,35
168577,121286,130,5
21530,15711,120,19
145892,105136,86,1
75777,54848,3,7
11544,8522,87,34
132609,95613,6,27
90623,65460,87,0
182260,131213,94,20
46816,34000,41,17
11520,8504,98,1
139275,100388,4,23
179832,129432,79,13
105391,76074,20,19
19807,14484,43,37
28554,20834,27,26
70500,51057,34,0
116489,84133,87,23
42720,31021,18,11
34670,25273,86,19
90032,65048,27,33
102133,73753,10,33
83270,60293,46,27
97783,70612,79,19
80987,58677,29,20
138508,99842,73,32
131189,94616,14,12
177858,128022,41,20
24400,17768,19,20
13367,9812,10,0
148015,106658,72,2
95254,68842,3,21
44081,32051,11,1
8570,6357,119,20
138553,99873,19,0
74510,53904,64,37
24802,18057,19,7
97911,70709,9,25
116007,83784,111,20
181692,130803,43,1
8000,5934,1,2
135310,97552,29,35
144933,104445,27,33
133944,96570,130,17
163149,117456,73,1
114963,83045,70,27
95819,69231,65,20
40514,29430,129,20
109699,79189,13,0
66411,48128,1,12
47740,34657,104,19
174933,125910,8,26
50494,36576,3,20
186348,134115,21,1
27590,20127,202,11
89310,64525,18,11
59475,43053,8,3
126251,91122,147,37
59683,43200,74,28
104631,75536,8,3
107081,77306,87,46
144392,104057,20,36
173616,124963,110,19
113447,81914,101,0
47520,34503,43,25
136208,98186,20,11
126930,91621,3,21
131986,95180,8,46
139303,100410,26,25
36435,26533,14,9
45614,33129,10,33
97000,70075,40,19
45390,32970,87,16
173716,125043,8,35
145689,104980,73,20
20128,14711,74,25
44249,32170,135,19
14937,10954,8,14
89292,64513,27,36
74914,54214,1,9
25146,18310,98,1
136982,98732,76,19
114050,82370,9,33
48230,34976,8,2
88939,64264,94,28
113822,82196,104,19
144810,104355,74,28
3018,2282,14,26
139332,100433,87,14
110971,80084,74,39
149914,108015,8,36
173331,124759,27,41
155842,112282,50,26
49515,35902,29,11
181187,130434,1,34
3960,2961,102,1
44899,32631,10,20
66767,48377,40,15
125280,90425,42,17
149408,107657,8,35
118860,85812,13,36
6883,5102,141,14
23018,16752,10,27
109675,79172,70,12
173104,124594,26,1
116880,84404,23,1
102901,74297,12,20
120927,87264,72,1
173994,125223,103,28
45078,32757,40,17
68665,49733,3,20
137152,98848,40,15
39009,28395,72,34
32410,23652,3,37
159543,114944,13,36
51694,37438,70,29
185893,133791,0,19
127538,92047,18,21
13225,9716,26,37
81814,59263,27,36
91246,65914,207,9
19607,14350,108,12
65575,47500,8,20
72312,52355,3,19
83862,60709,79,42
146814,105799,87,1
73200,52996,73,7
26956,19650,195,0
165619,119220,3,35
97934,70724,54,11
155565,112073,3,29
141898,102271,25,5
95261,68846,3,12
112886,81506,26,20
9870,7311,101,27
120383,86892,7,20
142055,102385,141,0
148495,107004,72,47
149052,107399,87,20
64648,46843,87,25
105946,76481,117,9
140979,101599,8,38
148211,106797,2,37
907,681,11,25
30061,21944,72,29
1930,1441,40,11
152622,109998,147,28
45551,33085,41,12
11402,8419,160,9
61840,44778,4,30
153237,110444,56,25
101613,73399,54,12
106189,76652,29,47
113979,82322,5,20
34633,25250,129,37
134173,96729,8,29
103778,74917,102,33
2332,1736,54,15
60181,43566,83,28
41717,30304,87,17
66325,48059,75,36
92101,66559,79,32
82740,59926,27,35
71371,51681,13,0
160098,115337,40,21
17438,12790,79,34
132383,95458,19,16
93920,67860,147,16
12587,9252,60,27
13257,9736,43,20
31885,23268,8,3
76755,55583,148,1
138390,99760,42,21
107057,77288,210,20
131830,95074,54,1
15350,11261,86,20
177129,127506,2,14
99873,72129,129,23
185080,133228,94,26
102880,74280,3,12
12946,9515,44,14
137355,98999,3,12
164741,118597,27,26
137199,98886,64,0
176211,126831,69,0
156695,112941,1,2
57778,41822,74,28
125208,90374,14,16
87545,63269,120,18
117297,84706,3,34
36870,26859,75,41
155700,112179,27,32
53550,38733,79,35
55908,40449,26,27
94556,68329,19,11
68850,49872,3,26
427,323,11,0
31888,23271,6,42
138174,99598,72,8
116589,84206,148,11
29891,21820,87,47
125352,90478,27,36
56092,40576,74,35
20199,14762,87,37
155865,112299,26,25
186625,134306,22,16
124511,89879,14,39
68512,49618,29,26
45238,32866,79,16
12685,9331,193,37
105865,76425,73,11
171264,123218,108,20
60831,44048,191,38
43083,31295,130,6
5723,4261,112,28
114558,82742,165,36
182965,131725,202,19
176667,127166,2,33
39607,28798,213,11
66461,48158,2,2
143412,103335,21,20
166013,119495,87,26
154023,110996,94,47
31022,22645,87,25
13384,9822,48,0
147926,106585,41,17
122301,88277,191,15
104550,75475,102,16
75758,54835,8,39
39254,28564,31,28
110046,79428,87,25
163511,117710,148,11
90469,65348,120,1
132925,95842,18,11
111279,80318,6,0
54045,39089,54,17
3456,2590,41,35
125209,90374,14,9
123850,89410,5,2
141575,102027,40,32
68434,49555,147,16
95485,69010,0,19
17403,12766,117,33
24012,17480,14,13
115847,83683,70,41
42111,30588,101,1
23709,17274,14,20
122597,88494,5,13
140948,101580,4,6
163481,117687,70,20
105964,76496,42,12
74911,54211,1,35
171181,123162,132,21
86324,62447,160,47
63229,45793,29,47
163302,117558,7,1
20021,14643,26,26
81791,59248,18,21
89178,64439,4,51
159429,114864,42,25
1511,1126,8,20
108303,78205,84,33
126449,91271,41,38
149575,107772,130,39
41999,30506,41,21
2583,1938,32,28
34885,25426,8,20
85074,61555,70,4
110708,79891,72,29
92508,66854,41,8
119517,86287,42,21
175076,126020,115,20
183069,131803,0,28
80521,58351,80,27
117952,85158,39,37
184149,132571,147,28
136034,98061,8,11
41743,30322,41,1
122206,88211,10,1
55980,40496,14,35
121912,87983,8,1
41908,30445,6,25
13579,9979,40,11
116679,84265,66,21
4787,3572,147,33
35346,25761,220,28
67027,48557,70,38
67600,48964,213,25
179761,129389,8,46
30213,22060,3,6
172351,124025,2,21
114552,82736,130,0
130327,94018,40,12
22966,16715,43,1
62313,45112,65,32
24466,17818,102,33
144648,104257,27,35
173955,125199,160,14
89987,65013,2,34
49623,35964,29,27
143608,103477,18,21
122967,88759,30,0
48176,34938,14,21
84769,61336,66,18
133111,95971,3,48
168943,121547,22,21
42623,30958,3,34
75464,54621,6,11
178161,128248,43,26
124797,90082,10,36
80431,58291,74,27
1865,1397,34,16
43812,31845,9,0
9939,7353,34,27
74142,53656,117,35
146640,105677,27,36
183604,132195,72,14
49984,36228,79,15
89613,64745,40,7
183120,131840,43,20
96919,70016,8,26
2163,1610,79,29
64953,47054,41,17
14661,10749,72,15
4070,3040,56,21
85004,61498,27,26
6939,5142,87,14
38884,28301,124,12
128110,92448,20,37
68727,49773,70,26
28468,20768,14,20
150289,108293,110,37
171821,123629,50,13
147992,106638,117,37
86083,62274,143,20
137863,99379,0,11
128733,92898,20,35
45248,32873,79,13
173541,124912,41,42
33247,24255,195,37
86570,62627,86,19
120640,87067,50,12
155300,111884,22,21
116129,83868,70,0
9161,6790,86,12
118812,85779,27,9
159962,115236,14,9
99300,71714,27,36
59589,43139,29,35
46584,33825,5,38
88959,64279,72,28
64811,46965,72,0
136796,98597,130,47
116905,84421,185,35
8507,6310,11,1
110000,79406,87,11
60323,43671,75,35
102564,74062,98,11
109000,78688,3,26
77133,55862,87,29
31789,23202,41,1
30651,22377,4,14
173484,124871,84,32
127002,91664,102,1
131981,95179,4,36
177139,127514,2,2
180413,129866,210,1
172623,124237,44,7
34965,25488,8,14
72500,52488,27,37
184676,132943,72,21
71063,51465,87,0
145315,104712,79,13
653,486,35,0
1089,819,43,20
185201,133318,27,9
18964,13895,41,39
127617,92101,1,1
81478,59044,54,20
153830,110862,94,28
135881,97953,18,15
139730,100719,8,14
17381,12746,18,12
179470,129181,3,14
186660,134329,22,19
49588,35942,18,1
180887,130207,87,21
63318,45859,43,32
122882,88695,70,18
129986,93785,8,7
107695,77759,40,0
27192,19829,8,25
140602,101335,3,17
16179,11867,1,2
113159,81705,70,23
16777,12309,79,20
135909,97973,167,11
97972,70749,79,13
121416,87627,43,11
35871,26129,2,17
126753,91487,43,36
112925,81528,109,11
186081,133931,27,36
71834,52013,70,29
183214,131917,13,28
161279,116167,70,38
128032,92394,4,28
174534,125613,14,41
52827,38239,147,25
126522,91323,7,21
31213,22794,43,12
145745,105024,26,36
140155,101017,63,1
151196,108967,18,17
18631,13654,27,35
43170,31365,40,34
44947,32667,147,15
181396,130584,40,18
42226,30673,3,42
15351,11262,3,7
182404,131314,0,21
132091,95260,98,19
143939,103731,56,9
153676,110755,8,19
182604,131457,18,15
181041,130321,50,35
40541,29451,18,21
151596,109264,70,17
91040,65764,29,21
26461,19289,14,26
143708,103543,179,0
96295,69576,73,20
122475,88413,5,9
17611,12919,18,38
40148,29192,10,11
58980,42699,130,27
124616,89958,94,26
40614,29503,73,21
118833,85793,22,0
103769,74908,105,19
41854,30405,41,15
125664,90703,22,19
149151,107468,9,11
47479,34476,40,3
99521,71870,5,47
57923,41925,73,20
175365,126230,10,1
35593,25933,20,9
111765,80684,43,19
60033,43459,26,26
23869,17381,14,5
67945,49210,101,9
84252,60973,18,19
156662,112919,5,31
185245,133349,117,33
106190,76653,22,21
90529,65399,9,35
9999,7402,83,19
185142,133270,73,25
162973,117330,70,34
163343,117588,70,12
4662,3475,7,29
174383,125507,120,19
14312,10499,130,14
139087,100244,27,27
103710,74863,6,31
50723,36741,164,24
129868,93692,101,12
129699,93575,13,36
61177,44293,40,12
124878,90138,29,13
135921,97982,54,20
155235,111841,160,41
57655,41741,14,1
93031,67249,102,29
111762,80683,2,13
186224,134030,43,12
103844,74966,3,11
100015,72237,3,12
49291,35738,3,20
112197,80998,19,37
4878,3638,160,36
64212,46518,40,15
72607,52567,6,12
6781,5032,106,28
78708,57052,56,25
143569,103448,10,34
160267,115458,14,28
113184,81722,70,0
110154,79508,3,0
147368,106181,8,11
119082,85967,172,15
71065,51467,58,36
20295,14832,87,19
106494,76878,44,11
6363,4718,41,42
145197,104630,10,12
96404,69650,79,18
37154,27067,26,11
141714,102135,43,21
42202,30656,8,25
32899,24004,29,29
125825,90813,72,12
40627,29510,73,25
41018,29795,108,16
178188,128265,42,20
100910,72892,70,39
177474,127766,202,12
104929,75732,87,7
63614,46084,43,11
137777,99319,114,1
144113,103854,70,28
48280,35009,72,18
77090,55829,8,16
58663,42469,130,5
12514,9204,40,15
76265,55207,3,20
17387,12752,41,35
126306,91163,87,9
174031,125250,50,2
140314,101128,102,33
69048,50013,8,20
128393,92649,8,28
62286,45092,48,20
114203,82485,4,29
139898,100834,43,36
173233,124690,22,0
66961,48514,101,1
98938,71450,26,27
96332,69601,202,21
25519,18578,14,18
18125,13288,2,21
52796,38217,147,11
96399,69647,79,9
67374,48809,220,19
45451,33014,26,3
171731,123561,50,14
182681,131508,70,34
149442,107681,10,27
46989,34130,11,11
165876,119396,79,19
161535,116340,5,11
10702,7919,87,35
110764,79929,50,34
30782,22473,106,19
12688,9334,87,11
92144,66585,87,1
168494,121233,43,15
49281,35732,41,0
138544,99870,10,4
133040,95917,130,9
75477,54629,79,28
71718,51931,162,26
96398,69646,4,13
76866,55653,29,0
103748,74893,102,32
6175,4582,120,1
173024,124545,110,35
141343,101860,84,28
127415,91963,87,35
26240,19125,87,20
163600,117777,0,20
148370,106914,40,1
10780,7976,10,1
55955,40478,1,16
77867,56421,176,0
122193,88202,30,12
92574,66904,90,18
154228,111130,94,35
114033,82357,94,9
74116,53638,79,34
17005,12474,3,11
137322,98976,3,20
148041,106676,130,47
14765,10827,178,28
84854,61400,160,23
98188,70901,186,20
148497,107005,73,26
110020,79417,3,42
163712,117856,0,12
73271,53047,79,13
110844,79990,3,1
61101,44247,72,28
142047,102380,37,36
100050,72262,73,20
34718,25307,42,9
2368,1768,57,12
54020,39072,26,37
92085,66547,79,46
165362,119031,50,25
115733,83593,5,27
127592,92081,41,29
22127,16118,7,11
448,336,16,11
87858,63495,74,25
67912,49187,3,19
173154,124634,29,12
81659,59160,18,12
151774,109398,197,11
51685,37431,70,7
159498,114914,3,32
71056,51461,30,19
36625,26680,2,1
115996,83773,94,21
108435,78303,118,35
161217,116117,7,1
77170,55890,94,20
150618,108546,12,0
102778,74202,22,35
115794,83642,70,45
135842,97926,29,29
147700,106431,14,41
159588,114977,160,16
103725,74875,160,27
171065,123071,22,40
13491,9914,31,21
103108,74446,14,20
54064,39100,25,18
79418,57560,4,15
84773,61340,18,13
45882,33328,14,12
57735,41791,94,49
133725,96420,3,47
67550,48933,50,14
166893,120118,41,16
107775,77820,40,34
138537,99863,10,20
44218,32147,29,47
101541,73342,172,18
173864,125134,2,5
47282,34330,8,19
146240,105387,90,0
46271,33598,33,25
88937,64262,29,7
116389,84061,14,9
133382,96161,130,35
87791,63445,54,21
166024,119502,145,26
62809,45490,79,9
180640,130022,87,19
8851,6567,3,38
116644,84241,40,3
104692,75572,40,20
78281,56734,90,14
123972,89499,5,19
153247,110451,56,32
169800,122182,3,7
148778,107205,74,35
159629,115002,79,39
176175,126804,69,5
113150,81696,70,11
33435,24395,6,26
166194,119626,7,12
175580,126384,117,35
78026,56550,12,28
112327,81087,3,28
116733,84304,10,33
121391,87608,30,11
133396,96173,128,28
88458,63927,118,29
107852,77876,40,11
65017,47102,172,18
170610,122752,40,37
33794,24650,73,7
92479,66832,14,12
106404,76808,3,37
167464,120511,79,2
18894,13842,14,14
34128,24900,125,27
179340,129087,5,1
179310,129064,75,35
65775,47654,147,1
88409,63890,5,30
73853,53457,147,11
141291,101819,43,21
23225,16907,34,9
101397,73242,74,35
104769,75620,14,25
122102,88137,87,1
151122,108912,43,1
155222,111833,3,37
41532,30168,3,26
184492,132826,10,14
141667,102100,79,27
12170,8965,5,27
6111,4537,21,8
140542,101287,19,27
61379,44439,87,36
45000,32702,120,38
24529,17870,74,35
106252,76689,18,12
142621,102783,40,37
73867,53466,147,22
80024,57998,70,11
163582,117764,195,1
46079,33465,3,44
14872,10912,3,25
114029,82353,94,19
60536,43831,0,19
70921,51365,69,0
44026,32005,119,20
75233,54445,19,22
138703,99985,44,14
157812,113753,41,7
163902,117989,73,29
26848,19571,72,26
134288,96814,120,21
64882,47004,29,16
37074,27007,2,21
91600,66178,3,0
84347,61041,18,11
186135,133968,18,20
54899,39716,74,28
148582,107067,75,36
85515,61866,4,0
92052,66518,79,28
123304,89013,87,34
44137,32095,11,29
158242,114044,13,12
51801,37510,44,12
22528,16402,41,18
184092,132529,4,34
40711,29571,117,31
92879,67133,94,28
111625,80585,22,7
182875,131655,37,36
2707,2041,156,0
185047,133200,21,8
176185,126811,18,12
97171,70199,0,38
48298,35023,49,36
152028,109589,29,11
58542,42381,2,16
59281,42910,72,28
174491,125585,8,27
89941,64978,130,4
84693,61286,161,21
172266,123956,2,18
99996,72221,101,12
16189,11874,3,35
88290,63801,136,31
113485,81947,3,17
14485,10627,191,12
60594,43874,18,19
62269,45080,2,19
134084,96665,40,0
113090,81648,3,39
113323,81814,43,11
67601,48964,213,28
185564,133576,24,19
140291,101116,73,19
177577,127831,183,19
181391,130580,2,34
126970,91647,87,35
111000,80104,70,25
80969,58666,130,4
113994,82334,98,1
165556,119172,8,3
155304,111887,18,38
25774,18774,8,12
126871,91577,22,21
57587,41687,42,25
58751,42532,41,22
104878,75700,173,0
36076,26276,8,38
81881,59306,18,18
101903,73595,117,45
141845,102236,75,36
85326,61743,4,9
163144,117452,22,9
183306,131986,0,28
69570,50376,202,37
18317,13425,73,21
134547,97003,3,17
78456,56866,70,25
20801,15187,3,24
165048,118814,14,18
162577,117057,64,20
52816,38230,147,8
101578,73371,94,36
147181,106048,40,15
31469,22965,73,12
126865,91573,13,36
41200,29926,3,0
93172,67346,94,27
113292,81794,41,15
21395,15616,3,42
86314,62440,172,21
127580,92073,94,12
146630,105672,4,25
93202,67362,87,16
106742,77065,87,36
91651,66218,2,14
84000,60809,130,30
111146,80217,70,19
167750,120713,29,36
128351,92619,19,20
156803,113029,72,33
11677,8611,8,33
