id,person,noc,game
107697,77761,40,33
138004,99478,22,21
125923,90886,14,0
185955,133836,0,19
58507,42353,18,11
150719,108623,77,35
1265,945,78,29
56769,41089,97,1
172616,124234,50,2
32177,23482,193,19
295,217,11,37
15671,11503,41,15
29021,21187,1,27
95580,69069,0,28
59169,42840,1,1
32630,23811,87,36
128908,93028,8,47
161964,116628,4,13
114921,83018,13,11
142807,102916,40,11
133267,96084,87,7
77675,56281,4,37
92741,67027,87,26
148579,107064,2,36
38696,28155,43,28
130481,94128,94,20
137419,99050,29,42
181001,130289,125,16
99065,71539,41,25
24179,17604,73,11
48569,35215,104,0
134704,97115,63,21
146181,105346,70,1
184903,133099,14,33
153299,110489,56,25
176251,126862,40,12
802,599,0,11
4091,3055,22,40
156859,113072,160,27
180723,130079,3,27
36200,26367,73,9
81215,58836,31,21
66924,48489,37,9
9790,7259,41,34
112360,81109,43,35
90969,65714,9,19
9361,6946,117,29
148547,107037,72,15
159862,115165,130,17
118830,85791,27,37
161869,116569,3,21
2387,1783,32,11
2092,1555,30,11
6977,5169,10,0
89154,64419,74,25
29063,21219,1,2
128255,92549,20,26
167694,120669,94,36
74913,54213,1,25
125894,90867,72,29
75124,54366,147,20
37925,27610,8,9
85625,61945,160,28
61781,44743,117,10
134819,97184,27,36
68417,49543,72,28
96670,69842,41,5
107050,77285,43,18
67623,48977,40,21
27976,20396,18,21
13308,9770,19,18
65827,47689,8,0
160934,115908,79,35
39182,28513,13,27
33973,24783,1,36
140908,101551,94,37
15074,11057,72,23
143844,103653,34,33
106350,76762,188,19
35927,26166,50,25
93536,67594,39,19
50054,36278,41,6
83296,60313,111,19
147106,105993,41,20
85666,61970,29,0
87964,63571,69,5
153783,110827,94,21
56372,40789,40,23
62481,45238,29,34
17350,12725,157,0
118797,85767,27,33
121411,87624,41,12
146206,105362,70,7
153857,110882,79,22
178485,128491,3,41
183093,131817,0,20
97471,70398,19,28
90055,65059,27,27
109206,78837,113,19
159045,114604,1,23
78687,57040,18,1
109854,79307,22,40
10077,7469,29,16
80337,58229,92,21
10711,7926,41,35
88657,64074,40,21
180279,129757,87,16
83113,60179,41,5
178532,128527,40,19
16358,11991,96,26
54952,39757,41,15
76593,55459,43,33
104696,75576,70,21
160158,115381,40,8
7101,5261,106,26
180276,129755,41,1
86234,62384,29,3
25379,18478,8,1
60326,43674,40,19
46266,33595,37,35
38189,27810,21,19
117424,84790,29,0
93132,67319,115,12
134210,96758,27,22
106273,76704,90,29
137386,99025,8,11
173040,124558,14,29
70042,50707,192,0
145703,104992,14,28
51777,37495,41,28
76076,55067,79,30
63545,46028,41,29
109992,79399,151,12
77453,56108,40,20
178911,128781,43,20
168353,121128,41,12
104534,75462,104,28
19670,14392,8,38
132502,95544,73,33
124164,89629,70,25
1509,1124,85,27
65612,47529,2,34
81960,59365,40,32
139448,100513,40,13
34639,25253,130,39
115617,83510,147,24
170470,122662,75,27
170770,122863,27,27
36077,26277,2,41
72222,52286,0,28
156174,112539,148,37
166109,119559,111,20
92231,66649,31,19
140520,101270,10,1
183880,132377,70,25
70396,50981,4,35
47366,34389,3,44
14771,10831,79,46
115792,83641,70,11
115188,83210,94,29
25168,18325,102,20
129989,93785,8,33
174700,125740,102,21
27935,20372,54,15
132807,95753,19,1
115005,83076,3,20
176569,127095,40,29
96859,69972,87,9
112262,81040,102,19
179634,129294,87,14
151296,109039,27,28
171589,123459,135,11
119428,86220,74,35
182562,131424,70,17
164636,118529,6,32
88564,64005,41,31
121779,87885,147,11
27006,19685,87,16
85075,61556,70,12
13643,10015,10,11
81302,58909,21,12
41749,30326,3,19
53117,38442,113,20
137158,98854,40,33
134387,96885,41,16
74189,53683,3,2
1898,1423,4,26
17234,12639,2,7
19857,14521,18,18
26020,18963,109,20
55754,40345,14,13
151419,109132,70,0
158936,114524,122,27
88021,63604,22,1
107426,77563,87,27
145268,104681,19,21
81284,58892,33,19
29793,21753,87,35
109432,79001,3,34
128317,92595,8,17
33952,24768,5,14
175066,126013,41,14
26840,19564,44,0
96187,69498,65,32
147224,106085,26,37
23710,17275,87,11
26275,19152,159,12
132506,95547,27,26
177910,128059,79,9
183628,132210,60,27
145736,105016,26,26
79713,57767,29,27
122592,88489,79,27
162542,117031,64,25
133200,96037,12,20
141571,102024,77,26
49210,35677,3,25
27990,20407,18,20
32811,23944,2,28
152022,109584,6,37
5243,3907,79,45
121438,87644,70,1
133029,95911,18,13
57767,41812,94,36
53733,38864,72,15
124328,89742,88,21
91769,66305,3,29
37370,27218,20,36
118811,85778,27,32
96831,69952,4,26
49388,35806,26,27
149934,108029,14,5
96631,69808,130,0
60681,43941,43,24
101704,73459,83,26
135506,97689,29,21
128250,92545,2,0
65028,47111,4,9
6575,4875,10,35
13449,9878,8,36
41809,30371,8,3
17452,12802,41,42
112964,81559,3,32
68391,49526,86,8
7866,5831,12,35
70924,51368,66,21
139010,100189,8,11
80493,58335,40,0
176926,127348,79,8
39840,28967,87,28
154310,111192,1,37
44588,32404,35,16
23164,16865,87,1
86376,62486,117,35
88951,64272,27,31
70541,51089,74,25
128575,92786,10,12
61690,44673,101,21
168540,121256,220,12
151874,109478,18,6
53691,38835,94,31
163932,118008,70,21
120645,87070,50,1
105246,75967,94,20
114340,82583,18,20
126856,91564,82,1
172964,124496,14,5
10926,8088,161,26
144638,104248,3,19
144849,104384,162,25
94345,68171,73,2
165554,119171,87,34
107516,77625,10,11
14893,10923,2,1
80396,58271,24,20
143961,103749,40,34
62520,45273,43,15
70717,51223,147,1
168699,121382,5,5
64216,46520,75,36
45634,33144,113,36
51745,37474,70,19
71539,51810,147,37
94506,68288,8,3
36327,26456,19,28
182900,131677,23,21
18510,13564,7,8
142411,102636,10,25
26792,19530,13,0
109390,78968,8,1
96459,69687,79,8
75900,54936,5,5
109343,78933,120,21
138985,100173,3,33
7364,5455,69,0
172194,123908,3,1
86361,62474,4,0
182220,131185,3,7
95966,69340,75,36
106941,77213,125,5
94013,67927,22,4
35590,25932,20,32
7913,5868,195,1
67514,48906,8,26
115103,83147,87,12
122318,88291,8,20
149760,107900,178,0
179611,129279,87,25
66605,48261,43,38
83054,60136,70,1
168918,121529,22,26
40066,29126,191,35
158135,113971,3,25
131265,94670,130,0
155813,112258,12,0
114991,83063,3,13
183315,131991,198,27
185818,133744,0,8
138078,99527,130,27
145183,104622,10,27
72144,52232,73,25
179489,129196,41,33
34133,24904,3,34
69918,50618,8,46
132586,95600,6,33
45605,33123,26,21
67495,48894,41,13
113172,81715,70,21
5698,4240,14,15
4506,3359,94,35
28673,20928,147,27
27812,20286,14,30
77781,56356,29,16
23537,17149,8,13
46802,33991,29,34
7508,5568,4,9
90540,65404,72,11
75186,54410,147,12
143087,103116,50,14
147217,106079,2,34
129763,93620,13,36
178127,128219,43,0
95808,69222,0,0
141177,101746,26,9
175447,126288,99,20
69546,50356,202,1
88641,64064,94,37
110983,80091,3,19
35722,26021,40,29
168143,120974,219,37
98593,71190,130,26
116724,84299,10,19
90975,65718,130,15
179370,129106,79,6
44132,32092,11,11
49294,35741,94,9
123975,89502,5,5
148930,107306,130,25
140289,101114,73,28
90190,65149,148,9
54334,39295,134,11
46950,34097,22,40
122520,88446,41,35
88163,63704,27,32
76156,55124,3,11
2225,1653,27,28
86645,62672,84,19
48960,35487,87,16
58178,42107,29,46
114161,82453,111,1
100252,72410,46,36
153504,110629,84,33
33114,24156,123,1
108345,78238,117,0
121636,87788,79,46
85640,61953,18,12
181495,130658,147,0
74600,53969,3,46
90828,65608,37,0
102989,74359,8,0
88530,63977,160,24
88846,64203,117,0
142461,102666,40,0
65113,47173,26,12
137146,98846,102,0
51659,37410,70,11
81570,59104,21,11
128682,92862,105,20
145713,104997,14,18
25269,18395,6,36
138484,99828,19,7
58255,42166,125,12
43011,31248,72,0
111447,80436,56,27
86233,62383,4,42
53747,38874,178,36
144316,104003,70,37
133195,96032,102,4
67857,49142,3,21
158641,114322,18,1
1370,1019,73,21
114371,82609,40,11
167170,120303,50,25
110814,79968,3,28
11069,8189,18,19
116025,83798,70,21
77782,56356,29,9
47646,34599,101,25
131632,94934,50,14
78368,56797,70,32
28211,20574,202,19
54459,39400,3,29
20837,15216,79,13
24569,17898,26,32
61182,44297,75,28
64717,46892,40,8
97590,70480,14,11
183979,132450,3,33
164768,118613,8,27
155548,112063,70,7
132511,95548,14,15
2941,2219,24,27
22195,16164,117,0
25902,18874,10,19
59076,42778,43,11
48923,35455,14,15
111492,80470,11,0
144164,103888,105,9
77096,55832,8,1
33552,24484,94,31
15409,11306,5,13
455,341,61,1
177836,128005,87,46
159688,115040,73,29
123319,89026,14,20
13346,9797,18,38
16270,11928,1,20
28084,20480,87,26
52508,38008,25,1
26312,19177,14,8
61167,44288,147,12
42327,30748,117,10
65764,47646,72,41
97342,70320,22,33
122167,88187,24,19
11503,8497,63,28
107482,77602,11,21
44884,32619,125,19
107207,77404,42,35
149825,107949,64,11
57493,41615,56,20
168029,120896,87,32
52076,37700,74,35
166205,119634,8,27
10828,8014,42,20
12165,8960,14,18
117090,84558,120,15
120477,86965,129,1
83653,60555,29,27
108359,78250,14,14
73642,53304,194,20
156022,112419,40,8
40121,29169,102,19
84532,61177,79,12
83895,60729,2,1
164708,118576,4,29
44029,32007,9,11
61827,44769,99,1
151991,109562,94,34
93423,67519,147,28
65188,47225,75,36
174444,125552,130,23
149484,107711,40,46
91364,66011,5,33
100689,72731,43,19
72183,52256,79,26
112079,80908,134,12
184540,132852,86,12
84963,61471,1,1
143448,103360,27,37
99629,71951,79,29
224,161,36,33
117836,85070,87,44
184796,133026,21,11
101739,73479,3,27
104464,75409,19,33
95923,69307,121,12
128930,93045,8,27
42655,30979,18,8
164267,118267,101,19
76051,55047,79,4
124206,89656,18,11
177224,127574,42,27
150333,108326,41,15
147077,105969,40,9
79400,57546,54,20
23045,16773,75,24
111101,80183,70,7
95179,68795,3,7
57575,41678,122,20
35580,25927,3,29
11802,8700,40,8
38818,28249,83,26
89418,64602,74,25
60124,43528,19,27
162495,116992,94,11
115368,83331,120,11
176615,127126,41,0
1453,1085,27,27
27063,19732,183,5
115627,83519,139,0
53726,38860,160,26
62158,45001,40,18
1318,982,2,34
36668,26714,50,11
85788,62061,70,19
66751,48365,70,20
53301,38556,20,12
155755,112214,99,38
143578,103454,74,27
166964,120171,27,32
174287,125434,50,27
134834,97193,155,20
28340,20670,70,28
45776,33245,123,25
22050,16063,87,46
83890,60726,2,34
42802,31087,43,21
98429,71076,8,3
10783,7979,87,9
44919,32648,10,21
88814,64182,94,1
101345,73206,0,28
62148,44994,5,13
12276,9035,3,2
25923,18889,10,1
133415,96189,101,22
32794,23930,3,39
89295,64514,120,1
128772,92924,14,22
9400,6976,39,11
153757,110810,79,37
85592,61920,130,10
113933,82283,193,11
70033,50698,3,18
24172,17598,76,17
46901,34060,3,32
27885,20340,147,17
69400,50259,5,4
9858,7301,10,12
93167,67341,8,0
137085,98804,87,28
170228,122484,18,12
186303,134084,0,0
107639,77718,74,25
90902,65661,4,24
4095,3057,79,12
108481,78329,73,27
80670,58447,3,8
25836,18821,19,12
41126,29868,13,30
73534,53228,117,28
88676,64088,18,11
110676,79873,66,20
137215,98896,72,33
70010,50683,2,33
74285,53751,87,11
181544,130693,65,32
5868,4373,27,36
82280,59603,147,19
16592,12170,72,21
21127,15424,87,1
38160,27788,40,29
12258,9024,41,32
172475,124128,2,25
6418,4762,20,21
288,211,11,19
77215,55927,1,2
28812,21025,147,9
83680,60574,29,11
130987,94484,14,1
119710,86440,101,21
2047,1523,41,29
124055,89545,8,11
163768,117898,27,36
179941,129518,94,19
38394,27963,48,33
37312,27178,1,35
43303,31454,70,11
149925,108024,72,36
74920,54219,3,21
99189,71635,2,20
34796,25366,6,6
48572,35217,18,21
22867,16643,160,24
107101,77322,3,28
156007,112407,19,33
38530,28038,14,1
94445,68245,50,33
142176,102476,87,25
14169,10395,5,20
68408,49537,70,25
33112,24154,26,35
173511,124890,10,12
162737,117168,8,34
151848,109458,70,7
156647,112908,8,39
100010,72232,43,35
109873,79323,14,13
133716,96417,3,0
112767,81419,130,12
95445,68977,0,28
72561,52532,70,0
132086,95257,24,21
18127,13290,50,1
42540,30904,117,14
86712,62714,4,13
122397,88357,8,27
43489,31598,72,21
144915,104434,90,1
60908,44102,8,20
53834,38936,130,42
65825,47688,44,11
178003,128129,79,42
117860,85090,87,25
117647,84936,75,36
112334,81092,102,14
30459,22231,101,35
9392,6971,71,21
27897,20348,84,12
49718,36040,41,12
6228,4622,0,19
53902,38986,5,14
21093,15402,79,17
173650,124994,73,2
33545,24478,94,32
141143,101719,18,17
163423,117645,3,32
144507,104144,19,11
172643,124253,2,21
36048,26255,2,17
140302,101123,73,20
159268,114758,163,19
145024,104512,40,19
2094,1557,30,12
5800,4318,14,26
116069,83832,70,42
66557,48225,134,19
155945,112362,18,12
135168,97438,3,0
27382,19971,8,29
79812,57840,40,3
85912,62153,130,29
96299,69579,0,25
42230,30677,8,4
107945,77942,22,20
145561,104882,148,26
37168,27073,108,25
151332,109062,54,1
111464,80451,35,28
118573,85613,4,5
157326,113411,160,33
61885,44808,130,38
130693,94279,79,9
174556,125628,10,5
101140,73053,79,16
137999,99475,106,19
30311,22132,10,37
17298,12688,27,9
135482,97673,6,8
1391,1033,86,11
73492,53200,40,17
25971,18926,87,28
96832,69953,102,16
167867,120784,31,25
65208,47240,29,20
81453,59028,22,16
103003,74369,87,20
746,555,8,12
55711,40315,3,19
63183,45761,70,0
81874,59303,104,1
90199,65154,94,4
96937,70028,2,19
130692,94278,4,13
74519,53910,87,28
56777,41095,130,39
44381,32261,87,25
125092,90291,22,0
166810,120053,14,29
48432,35121,41,12
134454,96930,66,11
54360,39316,13,28
181023,130307,87,12
71285,51617,70,12
180254,129743,43,12
124141,89612,119,12
126474,91289,87,16
76571,55442,192,25
24847,18091,10,28
82824,59985,147,15
105033,75812,3,21
73424,53150,130,23
825,618,38,21
107351,77509,3,20
117702,84979,40,11
139489,100546,105,1
134161,96722,148,1
154985,111661,41,14
48473,35154,110,26
12980,9541,14,4
137225,98904,41,44
1813,1354,5,37
157766,113719,27,26
13666,10033,79,33
66676,48315,4,9
21496,15685,8,25
100604,72671,3,16
108210,78133,20,20
156325,112663,79,13
109264,78880,14,19
153163,110387,56,33
76727,55563,183,1
65844,47699,75,26
45663,33166,8,21
52966,38334,14,36
53208,38495,102,28
174194,125372,56,28
58734,42517,43,21
58730,42515,87,27
32974,24051,29,37
26344,19202,120,1
40181,29215,29,32
152444,109876,25,25
156700,112946,1,25
133281,96092,43,28
22658,16498,3,0
128776,92927,99,0
177298,127633,40,23
56526,40904,43,20
61254,44348,75,26
39943,29041,70,38
89085,64371,40,0
90215,65166,94,37
120205,86777,176,11
43032,31262,8,2
160401,115545,6,11
113637,82055,44,21
36983,26939,41,12
11931,8789,40,5
127912,92316,14,24
97581,70471,202,33
61081,44231,13,26
57947,41946,8,2
155110,111748,87,1
186536,134246,40,12
66298,48041,130,14
16756,12295,79,13
120441,86935,14,9
151954,109536,213,12
161958,116623,8,12
108965,78661,29,13
119917,86597,12,35
180486,129914,41,0
40532,29446,75,35
109515,79056,150,13
159866,115166,40,49
51489,37287,37,36
81325,58925,34,9
45893,33335,43,6
181282,130505,94,11
38030,27685,50,20
41192,29919,105,25
80226,58150,41,17
160307,115486,41,15
185247,133351,86,12
151038,108852,3,46
56220,40673,40,0
109575,79098,117,26
114745,82883,106,1
167863,120782,77,1
72360,52391,41,15
93726,67723,147,19
2320,1727,27,36
159061,114615,6,36
119065,85956,160,35
125556,90629,44,1
30169,22028,8,20
44258,32178,20,0
48129,34909,44,12
13337,9789,27,4
46020,33427,74,25
18568,13607,72,34
157521,113549,79,20
40015,29092,18,12
121500,87687,160,9
69596,50395,0,20
124806,90088,79,28
119726,86453,8,14
179076,128893,72,31
100297,72446,41,11
105085,75849,3,27
175937,126632,26,5
58483,42337,14,26
121181,87445,43,1
28629,20894,221,1
25482,18555,3,10
46165,33533,8,26
128469,92705,18,21
177749,127943,84,21
32240,23532,3,19
48435,35123,14,14
141228,101777,3,7
109796,79260,4,27
144431,104083,20,27
38051,27699,8,28
45667,33169,4,12
48042,34850,14,21
63830,46245,172,17
161349,116213,117,37
179308,129062,74,27
74280,53750,125,11
69750,50507,0,25
45140,32801,79,47
42365,30779,43,33
4572,3412,26,26
90366,65277,4,4
116104,83853,70,12
140401,101187,10,26
98016,70782,50,3
68184,49384,4,13
80940,58646,40,29
150353,108345,43,11
73248,53029,5,2
91641,66209,22,50
111405,80411,43,25
134347,96854,3,6
52960,38331,218,12
7223,5354,3,20
14133,10371,5,19
136972,98724,2,0
160942,115914,43,27
113819,82194,143,19
72479,52474,27,27
96931,70024,4,12
119445,86234,8,37
110678,79874,82,20
20378,14892,40,20
39139,28484,8,0
123584,89222,88,27
60138,43541,2,19
93059,67269,101,0
33319,24308,14,38
123460,89128,64,9
178752,128676,3,18
11037,8166,144,19
17935,13154,40,21
38752,28200,105,19
153067,110307,147,28
154741,111485,50,36
167042,120215,163,20
93679,67693,147,8
121188,87449,64,0
134158,96721,14,30
144940,104452,102,21
110034,79426,41,35
153853,110880,79,19
55272,39995,14,34
48930,35462,3,39
11158,8250,40,37
53879,38967,8,26
168644,121336,72,15
97104,70153,0,7
106433,76834,79,25
44338,32230,40,9
64059,46412,4,19
174498,125590,73,1
9617,7132,14,33
45492,33043,10,0
36853,26845,130,14
43905,31907,11,16
161249,116143,148,19
115028,83094,149,38
128935,93049,8,46
163200,117487,73,0
63107,45703,79,35
28933,21116,3,12
5549,4130,39,37
76417,55321,41,21
146431,105522,72,16
62799,45482,74,28
69066,50025,75,27
76793,55605,79,13
85462,61837,3,37
106671,77016,43,12
98027,70790,43,19
138774,100028,14,21
167181,120311,70,27
48931,35463,3,28
96974,70054,63,25
100989,72942,200,25
74428,53850,63,1
87906,63531,40,33
115475,83411,5,24
81516,59072,27,36
86154,62324,41,11
18374,13468,18,13
6522,4837,136,28
40824,29649,130,15
34438,25116,41,35
167557,120580,25,34
168642,121334,79,14
7115,5273,26,27
74932,54228,1,26
50851,36827,43,19
80119,58063,13,11
11629,8576,172,38
38946,28350,72,1
51906,37584,79,0
18368,13464,54,12
170060,122364,3,1
134418,96905,10,34
130360,94041,8,2
106617,76974,42,26
128300,92583,41,35
136667,98509,34,1
35597,25934,20,33
118453,85529,1,46
92905,67155,8,11
49447,35852,74,41
127788,92225,40,37
22759,16569,41,4
108096,78052,73,36
149627,107806,70,17
115228,83237,200,27
85485,61850,27,31
106649,77000,42,16
112427,81157,19,9
114731,82874,10,36
39484,28712,149,33
3530,2645,91,19
34870,25416,97,20
143833,103646,120,38
134814,97181,1,12
153089,110325,147,11
3141,2371,1,16
50363,36484,3,28
70697,51207,147,33
26027,18970,25,29
80802,58545,66,20
95755,69180,202,11
161572,116366,86,11
80713,58479,184,21
116977,84475,6,19
21642,15780,19,20
94568,68334,29,26
135725,97852,41,28
152894,110181,6,12
165171,118904,127,19
79805,57834,27,37
61722,44699,3,34
108991,78682,3,7
43360,31497,130,31
20116,14704,74,25
5152,3843,43,25
29983,21886,87,46
64075,46422,179,36
71668,51900,70,0
129907,93723,79,34
167086,120244,22,50
171153,123142,8,20
50302,36447,44,9
11690,8620,41,1
105644,76263,124,11
170242,122494,40,13
179537,129229,87,19
156910,113114,40,20
89117,64396,72,1
165824,119362,8,2
37879,27574,43,20
186361,134123,34,35
156147,112520,183,36
127696,92158,5,15
127680,92145,1,26
157816,113756,72,15
184420,132777,70,7
6650,4930,148,20
31371,22899,160,47
182300,131240,56,12
45322,32928,14,24
57371,41524,20,20
116430,84091,86,19
56410,40819,44,9
162600,117074,79,28
181915,130966,101,20
152734,110070,98,1
114081,82394,38,12
112683,81360,3,0
94044,67946,115,1
3968,2964,73,1
37532,27328,50,34
169947,122281,18,11
122925,88726,84,27
129307,93303,43,21
151507,109191,70,10
11842,8729,8,2
63077,45684,79,34
128755,92915,20,26
185882,133784,0,19
91526,66123,94,36
76592,55458,125,28
122713,88578,41,38
57414,41556,96,33
85306,61731,70,29
99786,72061,117,9
122797,88638,117,9
123051,88821,42,20
173773,125075,29,13
183775,132306,129,26
75162,54393,147,19
21677,15807,2,16
89918,64961,78,21
111639,80595,18,11
142845,102942,69,0
18372,13466,13,36
121940,88006,30,0
80232,58155,31,12
147113,105996,29,12
113771,82162,87,2
111104,80186,70,12
16889,12394,94,11
114522,82713,130,9
152050,109603,21,12
113564,81999,22,21
39909,29017,70,7
81798,59252,86,20
136838,98620,40,20
119918,86598,12,0
160250,115445,19,1
107075,77301,87,0
16778,12310,8,4
120335,86859,39,25
95433,68967,72,12
78689,57042,118,13
7347,5442,70,37
158072,113932,3,37
22500,16379,5,35
158446,114186,3,13
173849,125124,73,19
101303,73178,25,9
114873,82986,70,11
174678,125719,14,11
60023,43452,10,0
82935,60063,147,26
47108,34212,8,47
94730,68449,27,9
74240,53719,209,28
33714,24595,73,0
180840,130171,87,20
110603,79821,64,37
133319,96117,3,19
46953,34099,14,37
5062,3777,19,14
17657,12952,79,29
128572,92784,191,0
105950,76484,3,28
45278,32896,79,0
174694,125734,73,36
65333,47331,40,37
164856,118676,160,28
155075,111725,43,12
46193,33550,26,37
99400,71786,3,37
64061,46414,157,32
94164,68037,86,20
145501,104842,6,28
82323,59628,147,1
177316,127645,41,11
95830,69240,202,28
49000,35517,72,2
8153,6057,18,1
70625,51151,4,13
56512,40892,118,0
72573,52540,74,28
125631,90680,22,0
25073,18249,5,45
124241,89682,4,35
68468,49583,202,37
95591,69076,0,11
162667,117123,14,8
4176,3118,108,16
69783,50531,72,8
73376,53120,74,10
58528,42371,8,29
76486,55372,7,14
152064,109614,18,38
72732,52655,69,0
180548,129960,3,20
128087,92430,10,14
140309,101127,102,11
181200,130443,3,18
153409,110562,56,21
95212,68816,94,20
116163,83894,70,26
167417,120479,70,35
102284,73867,70,28
137121,98831,31,11
102306,73883,27,9
123251,88970,18,1
93354,67468,147,33
142452,102659,120,18
18237,13368,75,35
45742,33218,125,32
34044,24832,31,0
89618,64750,69,0
159969,115243,117,2
157901,113810,69,0
75005,54278,43,26
106605,76967,3,9
35787,26070,50,16
56339,40762,147,1
168624,121323,69,5
167400,120467,79,13
104612,75519,29,27
54944,39751,33,20
89628,64758,70,35
42135,30606,3,12
74955,54245,1,21
123119,88868,24,11
15547,11410,8,27
30177,22035,3,38
39821,28953,3,5
110772,79936,8,38
12563,9239,117,24
180132,129663,2,20
92514,66857,43,21
114473,82683,130,29
157630,113620,8,33
176004,126672,5,27
181281,130504,94,32
6985,5174,160,36
27816,20288,110,37
103497,74716,8,28
86402,62505,29,29
131257,94665,94,33
48585,35228,163,19
141944,102304,87,46
129152,93201,14,32
75416,54582,0,11
2253,1673,30,26
60616,43893,128,25
74985,54266,5,14
111533,80505,30,19
160441,115571,70,11
65368,47355,182,11
88242,63766,1,9
47249,34311,18,1
185911,133807,0,20
7785,5775,22,14
21323,15570,44,29
130517,94154,4,18
154663,111433,87,27
90180,65141,147,20
46233,33574,64,19
10449,7730,19,34
82102,59467,70,35
62841,45509,4,36
58852,42607,3,24
6850,5081,21,19
138779,100032,19,1
112016,80868,69,0
21035,15356,43,19
140973,101596,8,3
130667,94263,14,32
83066,60145,84,11
31188,22773,3,16
174223,125394,2,0
161072,116009,63,25
172693,124291,2,14
56184,40649,14,0
11063,8186,40,29
28585,20860,94,26
173482,124869,8,14
67736,49055,72,9
116618,84226,70,8
45782,33249,29,11
87677,63356,98,20
183906,132393,70,17
105942,76480,130,21
152830,110140,73,37
18940,13875,9,27
164347,118322,87,0
163542,117731,118,29
9324,6914,43,32
52334,37887,19,9
32057,23398,8,14
178700,128638,43,9
24126,17564,14,34
32196,23497,43,10
55224,39960,3,0
29863,21802,87,19
124212,89661,27,28
153440,110581,195,37
338,251,38,0
12731,9363,8,14
37636,27400,14,45
183828,132348,13,35
162816,117221,29,26
102235,73829,123,1
167884,120797,60,36
77697,56296,56,12
90309,65232,4,12
127671,92139,1,25
155655,112141,12,19
53690,38835,94,30
31694,23132,41,25
175412,126266,22,20
27089,19753,148,26
46211,33561,41,13
133641,96363,14,16
71819,52003,14,40
74872,54182,1,28
38405,27972,56,36
13979,10270,125,35
175570,126376,72,20
115651,83536,40,17
140706,101405,3,11
58860,42613,101,38
114729,82872,10,1
25581,18626,14,34
68272,49447,102,20
172578,124206,50,9
58769,42544,87,11
178908,128779,87,47
75023,54292,147,6
19376,14188,2,28
154714,111470,5,23
61305,44390,19,20
98106,70843,79,28
60866,44073,3,13
41682,30278,8,3
93245,67391,8,40
160525,115623,0,19
76517,55397,1,19
27220,19849,42,12
79907,57908,117,7
67733,49053,5,18
105826,76392,41,7
124494,89866,4,45
109275,78884,43,1
83802,60671,4,39
171562,123439,5,0
186336,134107,54,1
176936,127357,72,14
93864,67823,147,25
105502,76156,70,37
157518,113546,72,40
22433,16331,87,26
127733,92185,14,31
47881,34746,26,35
183034,131779,147,37
15112,11088,87,37
174586,125650,6,37
46614,33845,64,26
55504,40169,43,0
63311,45853,63,27
60366,43703,29,37
91795,66325,86,11
39129,28479,22,19
166279,119685,29,32
48273,35004,40,0
19443,14239,41,15
181205,130447,94,19
118127,85300,11,34
168590,121297,22,40
147887,106561,75,36
108780,78533,87,33
8827,6549,13,42
31516,22995,101,28
1459,1091,44,20
106169,76636,130,4
104260,75258,6,27
110087,79455,41,26
138245,99653,8,36
124163,89628,179,36
135347,97575,87,46
87972,63574,27,26
132168,95318,67,20
114461,82673,118,9
52739,38178,14,28
143150,103155,5,48
139540,100585,10,21
182055,131065,202,21
177157,127525,79,13
138429,99781,16,19
87056,62956,23,36
162992,117346,157,25
142274,102546,90,18
166186,119620,66,1
100246,72406,11,12
172946,124481,117,36
37231,27121,43,25
102628,74108,87,11
7516,5574,127,28
35149,25625,87,14
4179,3121,19,16
41225,29944,2,29
64997,47087,130,19
101835,73549,22,25
176904,127336,130,39
179518,129220,87,2
117482,84824,13,36
75399,54570,0,19
106996,77248,3,11
107240,77429,42,36
71229,51573,86,12
96447,69677,79,2
56635,40988,40,21
156095,112478,0,5
131465,94818,8,34
172245,123944,2,28
129131,93184,6,12
55099,39868,6,19
77599,56224,8,8
110703,79888,74,4
103524,74735,43,0
41781,30353,41,13
12164,8959,14,42
172292,123975,2,14
121672,87811,70,33
102166,73783,41,12
29611,21625,20,14
40248,29256,78,32
88105,63662,29,45
17137,12577,87,39
34413,25096,160,37
8315,6176,26,35
98313,70999,10,20
104894,75710,87,16
186986,134546,27,35
14706,10776,3,34
74461,53874,117,2
17289,12682,14,0
55723,40325,72,38
144727,104302,87,11
17553,12872,40,23
3305,2484,18,11
20773,15166,99,21
128395,92649,8,12
92705,66998,41,18
29313,21401,102,1
168428,121184,26,26
34302,25021,8,34
113437,81906,87,32
102590,74081,8,34
318,236,11,21
116455,84106,207,4
3377,2536,73,11
1556,1161,142,36
89911,64957,172,6
114792,82918,6,36
70677,51191,10,12
92076,66538,5,9
115527,83446,4,17
88461,63930,80,17
29012,21182,101,26
62835,45505,42,14
37862,27561,3,29
32819,23950,87,0
23858,17373,3,37
86910,62849,94,34
113079,81640,70,25
162000,116658,29,0
186912,134499,9,27
54447,39393,110,26
34966,25489,199,20
30420,22205,3,8
57208,41408,10,20
832,623,8,27
11141,8235,75,36
116271,83972,12,9
107892,77902,26,7
116518,84155,18,20
123163,88900,98,12
57555,41664,43,11
183326,131998,41,28
51482,37281,94,41
163622,117790,73,19
156078,112465,72,49
32176,23482,193,21
6945,5146,3,33
145804,105069,102,12
1544,1152,29,0
117143,84591,70,29
151399,109115,70,32
116948,84453,46,36
55788,40364,73,7
113076,81637,70,12
51604,37367,75,36
18735,13723,43,0
36582,26652,8,3
